ticker,data_source,run_timestamp,dcf_growth_rate,dcf_discount_rate,dcf_terminal_rate,dcf_fcf_base_m,ddm_d0,ddm_growth_rate,ddm_discount_rate,graham_eps,graham_growth_pct,graham_aaa_yield_pct,multiples_avg_pe,multiples_median_pe,multiples_n_comps
MSFT,wisesheets,2026-03-30T03:27:35.083509,0.13101051467313818,0.0984,0.03,71611.0,0.00651349234561735,-0.025155489118096157,0.0984,13.699986546481904,8.0,4.3999999999999995,43.62581614355193,32.049180327868854,5
