ticker,comp_ticker,comp_name,comp_price,comp_eps
AVGO,NVDA,NVIDIA Corporation,175.64,4.93
AVGO,QCOM,QUALCOMM Incorporated,128.35,4.96
AVGO,MRVL,"Marvell Technology, Inc.",90.16,3.11
AVGO,INTC,Intel Corporation,44.01,-0.08000000000000002
AVGO,AMD,"Advanced Micro Devices, Inc.",202.68,2.67
