ticker,company_name,sector,industry,data_source,run_timestamp,current_price,market_cap_m,shares_outstanding_m,dcf_value,graham_value,multiples_value,ddm_value,dcf_error,graham_error,multiples_error,ddm_error,intrinsic_value_avg,intrinsic_value_median,models_used,margin_of_safety,acceptable_buy_price,upside_to_intrinsic_pct,signal,dcf_growth_rate,dcf_discount_rate,dcf_terminal_rate,dcf_fcf_base_m,graham_eps,graham_growth_pct,graham_aaa_yield_pct,multiples_avg_pe,multiples_median_pe,multiples_n_comps,ddm_d0,ddm_growth_rate,ddm_discount_rate
AVGO,AVGO,Technology,Semiconductors,wisesheets,2026-03-27T02:48:49.735582,362.55,1708335.6,4712.0,894.6426615374899,120.2434210526316,204.17364432157046,0.13797733651811178,,,,,304.79942606205253,162.20853268710104,4,0.15,259.07951215274466,-0.15928995707612048,Sell,0.3355231746342554,0.093,0.03,26914.0,4.907894736842105,8.0,4.3999999999999995,41.60106425855055,32.30856427280969,4,0.006522137687700238,0.043666280747133454,0.093
