ticker,company_name,sector,industry,data_source,run_timestamp,current_price,market_cap_m,shares_outstanding_m,dcf_value,graham_value,multiples_value,ddm_value,dcf_error,graham_error,multiples_error,ddm_error,intrinsic_value_avg,intrinsic_value_median,models_used,margin_of_safety,acceptable_buy_price,upside_to_intrinsic_pct,signal,dcf_growth_rate,dcf_discount_rate,dcf_terminal_rate,dcf_fcf_base_m,graham_eps,graham_growth_pct,graham_aaa_yield_pct,multiples_avg_pe,multiples_median_pe,multiples_n_comps,ddm_d0,ddm_growth_rate,ddm_discount_rate
AZO,AZO,Consumer Cyclical,Auto Parts,wisesheets,2026-03-26T03:11:38.830198,4198.53,70489.12017,16.789,2581.28669200927,3645.6639168503198,10483.466793976848,,,,,Most-recent dividend = 0.0 (≤ 0) — DDM cannot run,5570.139134278813,3645.6639168503198,3,0.15,4734.618264136991,0.3266879441801805,Buy,0.08183915107180763,0.093,0.03,1790.08,148.80260885103343,8.0,4.3999999999999995,70.4521706637003,30.488294314381267,5,,,
