ticker,company_name,sector,industry,data_source,run_timestamp,current_price,market_cap_m,shares_outstanding_m,dcf_value,graham_value,multiples_value,ddm_value,dcf_error,graham_error,multiples_error,ddm_error,intrinsic_value_avg,intrinsic_value_median,models_used,margin_of_safety,acceptable_buy_price,upside_to_intrinsic_pct,signal,dcf_growth_rate,dcf_discount_rate,dcf_terminal_rate,dcf_fcf_base_m,graham_eps,graham_growth_pct,graham_aaa_yield_pct,multiples_avg_pe,multiples_median_pe,multiples_n_comps,ddm_d0,ddm_growth_rate,ddm_discount_rate
AMZN,AMZN,Consumer Cyclical,Internet Retail,wisesheets,2026-03-28T19:17:31.141463,230.82,2459617.92,10656.0,11.275347839081457,178.57685810810815,303.2239734385906,,,,,No dividend history — DDM requires dividend-paying stock,164.35872646192672,178.57685810810815,3,0.15,139.70491749263772,-0.2879355061869564,Sell,0.06428451618176459,0.11399999999999999,0.03,7695.0,7.288851351351352,8.0,4.3999999999999995,41.60106425855055,32.30856427280969,4,,,
