ticker,company_name,sector,industry,data_source,run_timestamp,current_price,market_cap_m,shares_outstanding_m,dcf_value,graham_value,multiples_value,ddm_value,dcf_error,graham_error,multiples_error,ddm_error,intrinsic_value_avg,intrinsic_value_median,models_used,margin_of_safety,acceptable_buy_price,upside_to_intrinsic_pct,signal,dcf_growth_rate,dcf_discount_rate,dcf_terminal_rate,dcf_fcf_base_m,graham_eps,graham_growth_pct,graham_aaa_yield_pct,multiples_avg_pe,multiples_median_pe,multiples_n_comps,ddm_d0,ddm_growth_rate,ddm_discount_rate
TSLA,TSLA,Consumer Cyclical,Auto Manufacturers,wisesheets,2026-03-25T01:26:30.971733,449.72,1450347.0,3225.0,484.174647597885,28.822635658914734,14.306740962199312,,,,,No dividend history — DDM requires dividend-paying stock,175.76800807299966,28.822635658914734,3,0.15,149.40280686204972,-0.6091612379413864,Sell,0.40421607485321215,0.093,0.03,6220.0,1.1764341085271317,8.0,4.3999999999999995,12.161106906455663,4.363636363636362,5,,,
