ticker,company_name,sector,industry,data_source,run_timestamp,current_price,market_cap_m,shares_outstanding_m,dcf_value,graham_value,multiples_value,ddm_value,dcf_error,graham_error,multiples_error,ddm_error,intrinsic_value_avg,intrinsic_value_median,models_used,margin_of_safety,acceptable_buy_price,upside_to_intrinsic_pct,signal,dcf_growth_rate,dcf_discount_rate,dcf_terminal_rate,dcf_fcf_base_m,graham_eps,graham_growth_pct,graham_aaa_yield_pct,multiples_avg_pe,multiples_median_pe,multiples_n_comps,ddm_d0,ddm_growth_rate,ddm_discount_rate
MSFT,MSFT,Technology,Software - Infrastructure,wisesheets,2026-03-30T03:27:35.083509,497.41,3697248.53,7432.999999999999,307.94445676037634,335.6496703888067,597.6730942459545,0.05139101714637128,,,,,310.329653103071,321.79706357459156,4,0.15,263.7802051376103,-0.3761089380931807,Sell,0.13101051467313818,0.0984,0.03,71611.0,13.699986546481904,8.0,4.3999999999999995,43.62581614355193,32.049180327868854,5,0.00651349234561735,-0.025155489118096157,0.0984
