ticker,company_name,sector,industry,current_price,eps_ttm,eps_growth_rate,beta,risk_free_rate,equity_risk_premium,aaa_bond_yield,terminal_growth_rate,market_cap,cash_and_equivalents,total_debt,shares_outstanding,wacc,dividend_growth_rate,fcf_growth_rate,fcf_2007,fcf_2008,fcf_2009,fcf_2010,fcf_2011,fcf_2012,fcf_2013,fcf_2014,fcf_2015,fcf_2016,fcf_2017,fcf_2018,fcf_2019,fcf_2020,fcf_2021,fcf_2022,fcf_2023,fcf_2024,fcf_2025,div_2011,div_2012,div_2013,div_2014,div_2015,div_2016,div_2017,div_2018,div_2019,div_2020,div_2021,div_2022,div_2023,div_2024,div_2025,comp_1_ticker,comp_1_name,comp_1_price,comp_1_eps,comp_2_ticker,comp_2_name,comp_2_price,comp_2_eps,comp_3_ticker,comp_3_name,comp_3_price,comp_3_eps,comp_4_ticker,comp_4_name,comp_4_price,comp_4_eps,comp_5_ticker,comp_5_name,comp_5_price,comp_5_eps
AVGO,AVGO,Technology,Semiconductors,362.55,4.907894736842105,0,1.0,0.043,0.05,0.044,0.03,1708335.6,0,0,4712.0,0,0,0,109.0,137.0,81.0,431.0,614.0,452.0,486.0,766.0,1725.0,2688.0,5482.0,8245.0,9265.0,11598.0,13321.0,16312.0,17633.0,19414.0,26914.0,0.010385219176427967,0.01694495980210266,0.017306482064191313,0.01311093978662407,0.012554464219776972,0.012032767632817689,0.015466015466015465,0.032586318963324624,0.03488755251668177,0.03918636252271237,0.028690057777305666,0.036573397222356585,0.021896691723508797,0.012592137907390432,0.006522137687700238,NVDA,NVIDIA Corporation,175.64,4.93,QCOM,QUALCOMM Incorporated,128.35,4.96,MRVL,"Marvell Technology, Inc.",90.16,3.11,INTC,Intel Corporation,44.01,-0.08000000000000002,AMD,"Advanced Micro Devices, Inc.",202.68,2.67
