ticker,company_name,sector,industry,current_price,eps_ttm,eps_growth_rate,beta,risk_free_rate,equity_risk_premium,aaa_bond_yield,terminal_growth_rate,market_cap,cash_and_equivalents,total_debt,shares_outstanding,wacc,dividend_growth_rate,fcf_growth_rate,fcf_2007,fcf_2008,fcf_2009,fcf_2010,fcf_2011,fcf_2012,fcf_2013,fcf_2014,fcf_2015,fcf_2016,fcf_2017,fcf_2018,fcf_2019,fcf_2020,fcf_2021,fcf_2022,fcf_2023,fcf_2024,fcf_2025,div_2007,div_2008,div_2009,div_2010,div_2011,div_2012,div_2013,div_2014,div_2015,div_2016,div_2017,div_2018,div_2019,div_2020,div_2021,div_2022,div_2023,div_2024,div_2025,comp_1_ticker,comp_1_name,comp_1_price,comp_1_eps,comp_2_ticker,comp_2_name,comp_2_price,comp_2_eps,comp_3_ticker,comp_3_name,comp_3_price,comp_3_eps,comp_4_ticker,comp_4_name,comp_4_price,comp_4_eps,comp_5_ticker,comp_5_name,comp_5_price,comp_5_eps
AZO,AZO,Consumer Cyclical,Auto Parts,4198.53,148.80260885103343,0,1.0,0.043,0.05,0.044,0.03,70489.12017,0,0,16.789,0,0,0,620.72,677.506,651.561,880.852,1170.518,845.927,1000.56,892.006,1044.544,1088.538,1016.78,1558.045,1632.463,2262.372,2896.776,2538.744,2144.131,1931.42,1790.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORLY,"O'Reilly Automotive, Inc.",91.16,2.99,GPC,Genuine Parts Company,105.12,0.4700000000000002,ALV,"Autoliv, Inc.",105.11,9.61,AAP,"Advance Auto Parts, Inc.",52.73,0.73,LEA,Lear Corporation,122.23,8.18
